sig_id	pert_id	pert_mfc_id	cmap_name	pert_type	cell_iname	pert_idose	pert_itime	is_hiq	cc_q75
PBIOA015_A375_24H:I01	BRD-K71847383	BRD-K71847383	cytarabine	trt_cp	A375	10 uM	24 h	1	0.72
PBIOA015_A375_24H:I03	BRD-K71847383	BRD-K71847383	cytarabine	trt_cp	A375	1.11 uM	24 h	1	0.72
PBIOA015_A375_24H:J07	BRD-K71879491	BRD-K71879491	tretinoin	trt_cp	A375	10 uM	24 h	1	0.22
PBIOA015_A375_24H:J09	BRD-K71879491	BRD-K71879491	tretinoin	trt_cp	A375	1.11 uM	24 h	1	0.14
PBIOA015_A375_24H:O19	BRD-K13646352	BRD-K13646352	midostaurin	trt_cp	A375	10 uM	24 h	1	0.64
PBIOA015_A375_24H:O21	BRD-K13646352	BRD-K13646352	midostaurin	trt_cp	A375	1.11 uM	24 h	1	0.63
PBIOA015_A549_24H:I01	BRD-K71847383	BRD-K71847383	cytarabine	trt_cp	A549	10 uM	24 h	1	0.64
PBIOA015_A549_24H:J07	BRD-K71879491	BRD-K71879491	tretinoin	trt_cp	A549	10 uM	24 h	1	0.27
PBIOA015_A549_24H:J09	BRD-K71879491	BRD-K71879491	tretinoin	trt_cp	A549	1.11 uM	24 h	1	0.14
PBIOA015_A549_24H:O19	BRD-K13646352	BRD-K13646352	midostaurin	trt_cp	A549	10 uM	24 h	1	0.73
PBIOA015_HEPG2_24H:C21	BRD-K88510285	BRD-K88510285	bortezomib	trt_cp	HEPG2	10 uM	24 h	1	0.87
PBIOA015_HEPG2_24H:I01	BRD-K71847383	BRD-K71847383	cytarabine	trt_cp	HEPG2	10 uM	24 h	1	0.68
PBIOA015_HEPG2_24H:I03	BRD-K71847383	BRD-K71847383	cytarabine	trt_cp	HEPG2	1.11 uM	24 h	1	0.53
PBIOA015_HEPG2_24H:J07	BRD-K71879491	BRD-K71879491	tretinoin	trt_cp	HEPG2	10 uM	24 h	1	0.45
PBIOA015_HEPG2_24H:O19	BRD-K13646352	BRD-K13646352	midostaurin	trt_cp	HEPG2	10 uM	24 h	1	0.7
PBIOA015_HEPG2_24H:O20	BRD-K13646352	BRD-K13646352	midostaurin	trt_cp	HEPG2	3.33 uM	24 h	1	0.72
PBIOA015_HEPG2_24H:O21	BRD-K13646352	BRD-K13646352	midostaurin	trt_cp	HEPG2	1.11 uM	24 h	1	0.6
PBIOA015_PC3_24H:I01	BRD-K71847383	BRD-K71847383	cytarabine	trt_cp	PC3	10 uM	24 h	1	0.56
PBIOA015_PC3_24H:J07	BRD-K71879491	BRD-K71879491	tretinoin	trt_cp	PC3	10 uM	24 h	1	0.33
PBIOA015_PC3_24H:O19	BRD-K13646352	BRD-K13646352	midostaurin	trt_cp	PC3	10 uM	24 h	1	0.57
PBIOA016_A375_24H:A13	BRD-K33106058	BRD-K33106058	cytarabine	trt_cp	A375	10 uM	24 h	1	0.7988
PBIOA016_A375_24H:A15	BRD-K33106058	BRD-K33106058	cytarabine	trt_cp	A375	1.11 uM	24 h	1	0.6721
PBIOA016_A549_24H:A13	BRD-K33106058	BRD-K33106058	cytarabine	trt_cp	A549	10 uM	24 h	1	0.67
PBIOA016_HEPG2_24H:A13	BRD-K33106058	BRD-K33106058	cytarabine	trt_cp	HEPG2	10 uM	24 h	1	0.62
PBIOA016_HEPG2_24H:A15	BRD-K33106058	BRD-K33106058	cytarabine	trt_cp	HEPG2	1.11 uM	24 h	1	0.58
PBIOA016_PC3_24H:A13	BRD-K33106058	BRD-K33106058	cytarabine	trt_cp	PC3	10 uM	24 h	1	0.62
PBIOA018_A375_24H:I07	BRD-K60866521	BRD-K60866521	idelalisib	trt_cp	A375	10 uM	24 h	1	0.16
PBIOA018_A375_24H:J01	BRD-K93918653	BRD-K93918653	quizartinib	trt_cp	A375	10 uM	24 h	1	0.38
PBIOA018_A375_24H:N01	BRD-K42191735	BRD-K42191735	buparlisib	trt_cp	A375	10 uM	24 h	1	0.62
PBIOA018_A375_24H:N03	BRD-K42191735	BRD-K42191735	buparlisib	trt_cp	A375	1.11 uM	24 h	1	0.27
PBIOA018_A549_24H:I07	BRD-K60866521	BRD-K60866521	idelalisib	trt_cp	A549	10 uM	24 h	1	0.35
PBIOA018_A549_24H:I08	BRD-K60866521	BRD-K60866521	idelalisib	trt_cp	A549	3.33 uM	24 h	1	0.27
PBIOA018_A549_24H:I10	BRD-K60866521	BRD-K60866521	idelalisib	trt_cp	A549	0.37 uM	24 h	1	0.18
PBIOA018_A549_24H:J01	BRD-K93918653	BRD-K93918653	quizartinib	trt_cp	A549	10 uM	24 h	1	0.34
PBIOA018_A549_24H:N01	BRD-K42191735	BRD-K42191735	buparlisib	trt_cp	A549	10 uM	24 h	1	0.68
PBIOA018_A549_24H:N02	BRD-K42191735	BRD-K42191735	buparlisib	trt_cp	A549	3.33 uM	24 h	1	0.52
PBIOA018_A549_24H:N03	BRD-K42191735	BRD-K42191735	buparlisib	trt_cp	A549	1.11 uM	24 h	1	0.3
PBIOA018_HEPG2_24H:I07	BRD-K60866521	BRD-K60866521	idelalisib	trt_cp	HEPG2	10 uM	24 h	1	0.23
PBIOA018_HEPG2_24H:J01	BRD-K93918653	BRD-K93918653	quizartinib	trt_cp	HEPG2	10 uM	24 h	1	0.41
PBIOA018_HEPG2_24H:J02	BRD-K93918653	BRD-K93918653	quizartinib	trt_cp	HEPG2	3.33 uM	24 h	1	0.22
PBIOA018_HEPG2_24H:N01	BRD-K42191735	BRD-K42191735	buparlisib	trt_cp	HEPG2	10 uM	24 h	1	0.6
PBIOA018_HEPG2_24H:N02	BRD-K42191735	BRD-K42191735	buparlisib	trt_cp	HEPG2	3.33 uM	24 h	1	0.52
PBIOA018_HEPG2_24H:N03	BRD-K42191735	BRD-K42191735	buparlisib	trt_cp	HEPG2	1.11 uM	24 h	1	0.37
PBIOA018_HEPG2_24H:N05	BRD-K42191735	BRD-K42191735	buparlisib	trt_cp	HEPG2	0.125 uM	24 h	1	0.19
PBIOA018_HEPG2_24H:O07	BRD-K92093830	BRD-K92093830	doxorubicin	trt_cp	HEPG2	10 uM	24 h	1	0.81
PBIOA018_HEPG2_24H:O09	BRD-K92093830	BRD-K92093830	doxorubicin	trt_cp	HEPG2	1.11 uM	24 h	1	0.76
PBIOA018_PC3_24H:J01	BRD-K93918653	BRD-K93918653	quizartinib	trt_cp	PC3	10 uM	24 h	1	0.37
PBIOA018_PC3_24H:N01	BRD-K42191735	BRD-K42191735	buparlisib	trt_cp	PC3	10 uM	24 h	1	0.68
PBIOA018_PC3_24H:N02	BRD-K42191735	BRD-K42191735	buparlisib	trt_cp	PC3	3.33 uM	24 h	1	0.46
PBIOA019_A375_24H:K16	BRD-K82746043	BRD-K82746043	navitoclax	trt_cp	A375	0.37 uM	24 h	1	0.2
PBIOA019_A375_24H:K17	BRD-K82746043	BRD-K82746043	navitoclax	trt_cp	A375	0.125 uM	24 h	1	0.21
PBIOA019_A549_24H:K13	BRD-K82746043	BRD-K82746043	navitoclax	trt_cp	A549	10 uM	24 h	1	0.21
PBIOA019_HEPG2_24H:K13	BRD-K82746043	BRD-K82746043	navitoclax	trt_cp	HEPG2	10 uM	24 h	1	0.46
PBIOA019_HEPG2_24H:K14	BRD-K82746043	BRD-K82746043	navitoclax	trt_cp	HEPG2	3.33 uM	24 h	1	0.32
PBIOA019_HEPG2_24H:K18	BRD-K82746043	BRD-K82746043	navitoclax	trt_cp	HEPG2	0.04 uM	24 h	1	0.34
PBIOA019_PC3_24H:K13	BRD-K82746043	BRD-K82746043	navitoclax	trt_cp	PC3	10 uM	24 h	1	0.2
PBIOA021_A375_24H:G02	BRD-A93255169	BRD-A93255169	thalidomide	trt_cp	A375	3.33 uM	24 h	1	0.2032
PBIOA021_A375_24H:G04	BRD-A93255169	BRD-A93255169	thalidomide	trt_cp	A375	0.37 uM	24 h	1	0.1751
PBIOA021_A549_24H:G01	BRD-A93255169	BRD-A93255169	thalidomide	trt_cp	A549	10 uM	24 h	1	0.35
PBIOA021_PC3_24H:G03	BRD-A93255169	BRD-A93255169	thalidomide	trt_cp	PC3	1.11 uM	24 h	1	0.25
PBIOA022_A375_24H:A07	BRD-K81528515	BRD-K81528515	nilotinib	trt_cp	A375	10 uM	24 h	1	0.2
PBIOA022_A375_24H:H13	BRD-K02130563	BRD-K02130563	panobinostat	trt_cp	A375	10 uM	24 h	1	0.86
PBIOA022_A375_24H:H15	BRD-K02130563	BRD-K02130563	panobinostat	trt_cp	A375	1.11 uM	24 h	1	0.84
PBIOA022_A375_24H:O07	BRD-K79254416	BRD-K79254416	decitabine	trt_cp	A375	10 uM	24 h	1	0.44
PBIOA022_A375_24H:O09	BRD-K79254416	BRD-K79254416	decitabine	trt_cp	A375	1.11 uM	24 h	1	0.41
PBIOA022_A549_24H:H13	BRD-K02130563	BRD-K02130563	panobinostat	trt_cp	A549	10 uM	24 h	1	0.83
PBIOA022_A549_24H:O07	BRD-K79254416	BRD-K79254416	decitabine	trt_cp	A549	10 uM	24 h	1	0.33
PBIOA022_HEPG2_24H:A08	BRD-K81528515	BRD-K81528515	nilotinib	trt_cp	HEPG2	3.33 uM	24 h	1	0.51
PBIOA022_HEPG2_24H:A09	BRD-K81528515	BRD-K81528515	nilotinib	trt_cp	HEPG2	1.11 uM	24 h	1	0.76
PBIOA022_HEPG2_24H:H13	BRD-K02130563	BRD-K02130563	panobinostat	trt_cp	HEPG2	10 uM	24 h	1	0.88
PBIOA022_HEPG2_24H:H15	BRD-K02130563	BRD-K02130563	panobinostat	trt_cp	HEPG2	1.11 uM	24 h	1	0.87
PBIOA022_HEPG2_24H:O07	BRD-K79254416	BRD-K79254416	decitabine	trt_cp	HEPG2	10 uM	24 h	1	0.42
PBIOA022_HEPG2_24H:O09	BRD-K79254416	BRD-K79254416	decitabine	trt_cp	HEPG2	1.11 uM	24 h	1	0.55
PBIOA022_PC3_24H:H13	BRD-K02130563	BRD-K02130563	panobinostat	trt_cp	PC3	10 uM	24 h	1	0.76
PBIOA022_PC3_24H:O07	BRD-K79254416	BRD-K79254416	decitabine	trt_cp	PC3	10 uM	24 h	1	0.45
PBIOA022_PC3_24H:O09	BRD-K79254416	BRD-K79254416	decitabine	trt_cp	PC3	1.11 uM	24 h	1	0.54
PCLB002_A375_24H:BRD-K02130563:10	BRD-K02130563	BRD-K02130563	panobinostat	trt_cp	A375	10 uM	24 h	1	0.81
PCLB002_HEPG2_24H:BRD-K02130563:1.11	BRD-K02130563	BRD-K02130563	panobinostat	trt_cp	HEPG2	1.11 uM	24 h	1	0.79
PCLB002_HEPG2_24H:BRD-K02130563:10	BRD-K02130563	BRD-K02130563	panobinostat	trt_cp	HEPG2	10 uM	24 h	1	0.85
PCLB002_PC3_24H:BRD-K02130563:10	BRD-K02130563	BRD-K02130563	panobinostat	trt_cp	PC3	10 uM	24 h	1	0.74
PCLB003_A375_24H:BRD-A52530684-003-01-7:10	BRD-A52530684	BRD-A52530684	doxorubicin	trt_cp	A375	10 uM	24 h	1	0.72
PCLB003_A375_24H:BRD-K77908580-001-04-7:1.11	BRD-K77908580	BRD-K77908580	entinostat	trt_cp	A375	1.11 uM	24 h	1	0.43
PCLB003_A375_24H:BRD-K77908580-001-04-7:10	BRD-K77908580	BRD-K77908580	entinostat	trt_cp	A375	10 uM	24 h	1	0.72
PCLB003_A375_24H:BRD-K81528515-001-01-3:10	BRD-K81528515	BRD-K81528515	nilotinib	trt_cp	A375	10 uM	24 h	1	0.66
PCLB003_A549_24H:BRD-A52530684-003-01-7:10	BRD-A52530684	BRD-A52530684	doxorubicin	trt_cp	A549	10 uM	24 h	1	0.81
PCLB003_A549_24H:BRD-K81528515-001-01-3:10	BRD-K81528515	BRD-K81528515	nilotinib	trt_cp	A549	10 uM	24 h	1	0.7
PCLB003_HEPG2_24H:BRD-A52530684-003-01-7:10	BRD-A52530684	BRD-A52530684	doxorubicin	trt_cp	HEPG2	10 uM	24 h	1	0.79
PCLB003_HEPG2_24H:BRD-K77908580-001-04-7:0.04	BRD-K77908580	BRD-K77908580	entinostat	trt_cp	HEPG2	0.04 uM	24 h	1	0.43
PCLB003_HEPG2_24H:BRD-K77908580-001-04-7:1.11	BRD-K77908580	BRD-K77908580	entinostat	trt_cp	HEPG2	1.11 uM	24 h	1	0.41
PCLB003_HEPG2_24H:BRD-K77908580-001-04-7:10	BRD-K77908580	BRD-K77908580	entinostat	trt_cp	HEPG2	10 uM	24 h	1	0.74
PCLB003_HEPG2_24H:BRD-K81528515-001-01-3:1.11	BRD-K81528515	BRD-K81528515	nilotinib	trt_cp	HEPG2	1.11 uM	24 h	1	0.38
PCLB003_HEPG2_24H:BRD-K81528515-001-01-3:10	BRD-K81528515	BRD-K81528515	nilotinib	trt_cp	HEPG2	10 uM	24 h	1	0.6
PCLB003_PC3_24H:BRD-K77908580-001-04-7:10	BRD-K77908580	BRD-K77908580	entinostat	trt_cp	PC3	10 uM	24 h	1	0.71
PCLB003_PC3_24H:BRD-K81528515-001-01-3:10	BRD-K81528515	BRD-K81528515	nilotinib	trt_cp	PC3	10 uM	24 h	1	0.47
REP.A002_A375_24H:N01	BRD-A17883755	BRD-A17883755	lenalidomide	trt_cp	A375	10 uM	24 h	1	0.4301
REP.A002_A375_24H:N03	BRD-A17883755	BRD-A17883755	lenalidomide	trt_cp	A375	1.11 uM	24 h	1	0.3401
REP.A002_A375_24H:N19	BRD-K99964838	BRD-K99964838	bosutinib	trt_cp	A375	10 uM	24 h	1	0.7567
